grid_id,lat,lon,check_dams,storage,width
546,22.065,71.065,0,0,15
547,22.065,71.075,0,0,15
548,22.065,71.085,0,0,15
549,22.065,71.095,0,0,15
550,22.065,71.105,0,0,15
551,22.065,71.115,0,0,15
552,22.065,71.125,0,0,15
553,22.065,71.135,0,0,15
554,22.065,71.145,1,35557.14286,15
555,22.065,71.155,0,0,15
556,22.065,71.165,0,0,15
557,22.065,71.175,0,0,15
558,22.065,71.185,1,28734.28571,15
559,22.065,71.195,1,28734.28571,15
560,22.065,71.205,1,28734.28571,15
561,22.065,71.215,1,15800,15
562,22.065,71.225,1,28734.28571,15
563,22.065,71.235,0,0,15
564,22.065,71.245,0,0,15
565,22.065,71.255,1,33520,15
566,22.065,71.265,1,33520,15
567,22.065,71.275,0,0,15
568,22.065,71.285,0,0,15
569,22.065,71.295,0,0,15
570,22.065,71.305,0,0,15
571,22.065,71.315,1,51700,15
572,22.055,70.885,0,0,15
573,22.055,70.895,0,0,15
574,22.055,70.905,0,0,15
575,22.055,70.915,0,0,15
576,22.055,70.925,0,0,15
577,22.055,70.935,1,28030,15
578,22.055,70.945,0,0,15
579,22.055,70.955,0,0,15
580,22.055,70.965,1,27260.90909,15
581,22.055,70.975,1,27260.90909,15
582,22.055,70.985,1,27260.90909,15
583,22.055,70.995,1,37095,15
584,22.055,71.005,1,25910,15
585,22.055,71.015,1,25910,15
586,22.055,71.025,0,0,15
587,22.055,71.035,0,0,15
588,22.055,71.045,0,0,15
589,22.055,71.055,1,20670,15
590,22.055,71.065,0,0,15
591,22.055,71.075,0,0,15
592,22.055,71.085,1,20670,15
593,22.055,71.095,0,0,15
594,22.055,71.105,0,0,15
595,22.055,71.115,0,0,15
596,22.055,71.125,0,0,15
597,22.055,71.135,0,0,15
598,22.055,71.145,1,35557.14286,15
599,22.055,71.155,1,35557.14286,15
600,22.055,71.165,1,35557.14286,15
601,22.055,71.175,1,28734.28571,15
602,22.055,71.185,0,0,15
603,22.055,71.195,0,0,15
604,22.055,71.205,0,0,15
605,22.055,71.215,0,0,15
606,22.055,71.225,1,28734.28571,15
607,22.055,71.235,0,0,15
608,22.055,71.245,1,22086.66667,15
609,22.055,71.255,1,22086.66667,15
610,22.055,71.265,0,0,15
611,22.055,71.275,1,23503.33333,15
612,22.055,71.285,1,23503.33333,15
613,22.055,71.295,0,0,15
614,22.055,71.305,1,51700,15
615,22.055,71.315,1,51700,15
616,22.045,70.885,0,0,15
617,22.045,70.895,0,0,15
618,22.045,70.905,0,0,15
619,22.045,70.915,0,0,15
620,22.045,70.925,0,0,15
621,22.045,70.935,0,0,15
622,22.045,70.945,1,37448.75,15
623,22.045,70.955,0,0,15
624,22.045,70.965,1,27260.90909,15
625,22.045,70.975,1,27260.90909,15
626,22.045,70.985,1,27260.90909,15
627,22.045,70.995,1,27260.90909,15
628,22.045,71.005,0,0,15
629,22.045,71.015,0,0,15
630,22.045,71.025,0,0,15
631,22.045,71.035,0,0,15
632,22.045,71.045,0,0,15
633,22.045,71.055,0,0,15
634,22.045,71.065,0,0,15
635,22.045,71.075,0,0,15
636,22.045,71.085,0,0,15
637,22.045,71.095,0,0,15
638,22.045,71.105,0,0,15
639,22.045,71.115,0,0,15
640,22.045,71.125,0,0,15
641,22.045,71.135,0,0,15
642,22.045,71.145,1,35557.14286,15
643,22.045,71.155,1,35557.14286,15
644,22.045,71.165,1,35557.14286,15
645,22.045,71.175,1,28734.28571,15
646,22.045,71.185,1,28734.28571,15
647,22.045,71.195,1,28734.28571,15
648,22.045,71.205,1,28734.28571,15
649,22.045,71.215,1,28734.28571,15
650,22.045,71.225,0,0,15
651,22.045,71.235,0,0,15
652,22.045,71.245,1,22086.66667,15
653,22.045,71.255,0,0,15
654,22.045,71.265,0,0,15
655,22.045,71.275,1,23503.33333,15
656,22.045,71.285,1,23503.33333,15
657,22.045,71.295,1,23503.33333,15
658,22.045,71.305,1,51700,15
659,22.045,71.315,1,51700,15
660,22.035,70.885,0,0,15
661,22.035,70.895,0,0,15
662,22.035,70.905,0,0,15
663,22.035,70.915,0,0,15
664,22.035,70.925,1,37448.75,15
665,22.035,70.935,0,0,15
666,22.035,70.945,0,0,15
667,22.035,70.955,1,37448.75,15
668,22.035,70.965,0,0,15
669,22.035,70.975,1,8490,15
670,22.035,70.985,0,0,15
671,22.035,70.995,0,0,15
672,22.035,71.005,0,0,15
673,22.035,71.015,0,0,15
674,22.035,71.025,0,0,15
675,22.035,71.035,0,0,15
676,22.035,71.045,0,0,15
677,22.035,71.055,0,0,15
678,22.035,71.065,1,20670,15
679,22.035,71.075,1,20670,15
680,22.035,71.085,0,0,15
681,22.035,71.095,0,0,15
682,22.035,71.105,0,0,15
683,22.035,71.115,0,0,15
684,22.035,71.125,0,0,15
685,22.035,71.135,0,0,15
686,22.035,71.145,1,60030,15
687,22.035,71.155,0,0,15
688,22.035,71.165,0,0,15
689,22.035,71.175,1,28734.28571,15
690,22.035,71.185,0,0,15
691,22.035,71.195,0,0,15
692,22.035,71.205,0,0,15
693,22.035,71.215,0,0,15
694,22.035,71.225,0,0,15
695,22.035,71.235,0,0,15
696,22.035,71.245,0,0,15
697,22.035,71.255,0,0,15
698,22.035,71.265,0,0,15
699,22.035,71.275,0,0,15
700,22.035,71.285,1,23503.33333,15
701,22.035,71.295,0,0,15
702,22.035,71.305,0,0,15
703,22.035,71.315,0,0,15
704,22.025,70.885,0,0,15
705,22.025,70.895,0,0,15
706,22.025,70.905,1,20950,15
707,22.025,70.915,1,17961.42857,15
708,22.025,70.925,0,0,15
709,22.025,70.935,1,37448.75,15
710,22.025,70.945,1,37448.75,15
711,22.025,70.955,1,37448.75,15
712,22.025,70.965,1,11113.75,15
713,22.025,70.975,1,11113.75,15
714,22.025,70.985,1,11113.75,15
715,22.025,70.995,0,0,15
716,22.025,71.005,0,0,15
717,22.025,71.015,0,0,15
718,22.025,71.025,0,0,15
719,22.025,71.035,0,0,15
720,22.025,71.045,0,0,15
721,22.025,71.055,0,0,15
722,22.025,71.065,0,0,15
723,22.025,71.075,0,0,15
724,22.025,71.085,0,0,15
725,22.025,71.095,0,0,15
726,22.025,71.105,0,0,15
727,22.025,71.115,0,0,15
728,22.025,71.125,0,0,15
729,22.025,71.135,1,13126.42857,15
730,22.025,71.145,1,13126.42857,15
731,22.025,71.155,1,13126.42857,15
732,22.025,71.165,0,0,15
733,22.025,71.175,1,28734.28571,15
734,22.025,71.185,1,28734.28571,15
735,22.025,71.195,0,0,15
736,22.025,71.205,1,28734.28571,15
737,22.025,71.215,1,28734.28571,15
738,22.025,71.225,1,28734.28571,15
739,22.025,71.235,1,28734.28571,15
740,22.025,71.245,0,0,15
741,22.025,71.255,0,0,15
742,22.025,71.265,0,0,15
743,22.025,71.275,0,0,15
744,22.025,71.285,0,0,15
745,22.025,71.295,0,0,15
746,22.025,71.305,0,0,15
747,22.025,71.315,0,0,15
748,22.015,70.885,0,0,15
749,22.015,70.895,0,0,15
750,22.015,70.905,1,17961.42857,15
751,22.015,70.915,1,17961.42857,15
752,22.015,70.925,0,0,15
753,22.015,70.935,1,17961.42857,15
754,22.015,70.945,0,0,15
755,22.015,70.955,1,37448.75,15
756,22.015,70.965,1,11113.75,15
757,22.015,70.975,1,11113.75,15
758,22.015,70.985,1,11113.75,15
759,22.015,70.995,0,0,15
760,22.015,71.005,0,0,15
761,22.015,71.015,0,0,15
762,22.015,71.025,0,0,15
763,22.015,71.035,0,0,15
764,22.015,71.045,0,0,15
765,22.015,71.055,0,0,15
766,22.015,71.065,0,0,15
767,22.015,71.075,0,0,15
768,22.015,71.085,1,27230,15
769,22.015,71.095,1,27230,15
770,22.015,71.105,1,27230,15
771,22.015,71.115,1,27230,15
772,22.015,71.125,0,0,15
773,22.015,71.135,1,13126.42857,15
774,22.015,71.145,1,13126.42857,15
775,22.015,71.155,0,0,15
776,22.015,71.165,0,0,15
777,22.015,71.175,0,0,15
778,22.015,71.185,0,0,15
779,22.015,71.195,0,0,15
780,22.015,71.205,0,0,15
781,22.015,71.215,1,28734.28571,15
782,22.015,71.225,1,28734.28571,15
783,22.015,71.235,1,28734.28571,15
784,22.015,71.245,0,0,15
785,22.015,71.255,0,0,15
786,22.015,71.265,0,0,15
787,22.015,71.275,0,0,15
788,22.015,71.285,0,0,15
789,22.015,71.295,0,0,15
790,22.015,71.305,0,0,15
791,22.015,71.315,0,0,15
792,22.005,70.885,0,0,15
793,22.005,70.895,0,0,15
794,22.005,70.905,1,17961.42857,15
795,22.005,70.915,1,17961.42857,15
796,22.005,70.925,0,0,15
797,22.005,70.935,1,17961.42857,15
798,22.005,70.945,0,0,15
799,22.005,70.955,0,0,15
800,22.005,70.965,0,0,15
801,22.005,70.975,1,11113.75,15
802,22.005,70.985,1,11113.75,15
803,22.005,70.995,0,0,15
804,22.005,71.005,0,0,15
805,22.005,71.015,0,0,15
806,22.005,71.025,0,0,15
807,22.005,71.035,0,0,15
808,22.005,71.045,0,0,15
809,22.005,71.055,0,0,15
810,22.005,71.065,0,0,15
811,22.005,71.075,0,0,15
812,22.005,71.085,0,0,15
813,22.005,71.095,1,27230,15
814,22.005,71.105,1,27230,15
815,22.005,71.115,1,13126.42857,15
816,22.005,71.125,1,13126.42857,15
817,22.005,71.135,1,13126.42857,15
818,22.005,71.145,0,0,15
819,22.005,71.155,1,13126.42857,15
820,22.005,71.165,1,13126.42857,15
821,22.005,71.175,1,13126.42857,15
822,22.005,71.185,0,0,15
823,22.005,71.195,1,90710,15
824,22.005,71.205,1,90710,15
825,22.005,71.215,0,0,15
826,22.005,71.225,0,0,15
827,22.005,71.235,0,0,15
828,22.005,71.245,0,0,15
829,22.005,71.255,0,0,15
830,22.005,71.265,0,0,15
831,22.005,71.275,0,0,15
832,22.005,71.285,0,0,15
833,22.005,71.295,0,0,15
834,22.005,71.305,0,0,15
835,22.005,71.315,0,0,15
836,21.995,70.885,0,0,15
837,21.995,70.895,0,0,15
838,21.995,70.905,0,0,15
839,21.995,70.915,0,0,15
840,21.995,70.925,0,0,15
841,21.995,70.935,1,37448.75,15
842,21.995,70.945,0,0,15
843,21.995,70.955,1,51960,15
844,21.995,70.965,1,51960,15
845,21.995,70.975,0,0,15
846,21.995,70.985,0,0,15
847,21.995,70.995,0,0,15
848,21.995,71.005,0,0,15
849,21.995,71.015,0,0,15
850,21.995,71.025,0,0,15
851,21.995,71.035,0,0,15
852,21.995,71.045,0,0,15
853,21.995,71.055,0,0,15
854,21.995,71.065,0,0,15
855,21.995,71.075,0,0,15
856,21.995,71.085,0,0,15
857,21.995,71.095,1,27230,15
858,21.995,71.105,1,27230,15
859,21.995,71.115,1,42519.47368,15
860,21.995,71.125,1,42519.47368,15
861,21.995,71.135,0,0,15
862,21.995,71.145,1,13126.42857,15
863,21.995,71.155,1,13126.42857,15
864,21.995,71.165,0,0,15
865,21.995,71.175,1,14818.88889,15
866,21.995,71.185,1,14818.88889,15
867,21.995,71.195,1,14818.88889,15
868,21.995,71.205,1,90710,15
869,21.995,71.215,0,0,15
870,21.995,71.225,0,0,15
871,21.995,71.235,0,0,15
872,21.995,71.245,0,0,15
873,21.995,71.255,0,0,15
874,21.995,71.265,0,0,15
875,21.995,71.275,0,0,15
876,21.995,71.285,0,0,15
877,21.995,71.295,0,0,15
878,21.995,71.305,0,0,15
879,21.995,71.315,0,0,15
880,21.985,70.885,0,0,15
881,21.985,70.895,0,0,15
882,21.985,70.905,0,0,15
883,21.985,70.915,0,0,15
884,21.985,70.925,1,19582.30769,15
885,21.985,70.935,0,0,15
886,21.985,70.945,1,19582.30769,15
887,21.985,70.955,1,51960,15
888,21.985,70.965,0,0,15
889,21.985,70.975,0,0,15
890,21.985,70.985,1,6926,15
891,21.985,70.995,0,0,15
892,21.985,71.005,0,0,15
893,21.985,71.015,0,0,15
894,21.985,71.025,0,0,15
895,21.985,71.035,0,0,15
896,21.985,71.045,0,0,15
897,21.985,71.055,0,0,15
898,21.985,71.065,0,0,15
899,21.985,71.075,1,74366.25,15
900,21.985,71.085,1,42519.47368,15
901,21.985,71.095,1,42519.47368,15
902,21.985,71.105,1,42519.47368,15
903,21.985,71.115,1,42519.47368,15
904,21.985,71.125,1,42519.47368,15
905,21.985,71.135,1,42519.47368,15
906,21.985,71.145,1,13126.42857,15
907,21.985,71.155,0,0,15
908,21.985,71.165,1,14818.88889,15
909,21.985,71.175,0,0,15
910,21.985,71.185,1,14818.88889,15
911,21.985,71.195,0,0,15
912,21.985,71.205,0,0,15
913,21.985,71.215,1,3000,15
914,21.985,71.225,0,0,15
915,21.985,71.235,0,0,15
916,21.985,71.245,0,0,15
917,21.985,71.255,0,0,15
918,21.985,71.265,0,0,15
919,21.985,71.275,0,0,15
920,21.985,71.285,0,0,15
921,21.985,71.295,0,0,15
922,21.985,71.305,0,0,15
923,21.985,71.315,0,0,15
924,21.975,70.885,1,51700,15
925,21.975,70.895,0,0,15
926,21.975,70.905,1,19582.30769,15
927,21.975,70.915,1,19582.30769,15
928,21.975,70.925,1,19582.30769,15
929,21.975,70.935,0,0,15
930,21.975,70.945,0,0,15
931,21.975,70.955,1,51960,15
932,21.975,70.965,0,0,15
933,21.975,70.975,0,0,15
934,21.975,70.985,1,6926,15
935,21.975,70.995,1,6926,15
936,21.975,71.005,1,6926,15
937,21.975,71.015,0,0,15
938,21.975,71.025,0,0,15
939,21.975,71.035,0,0,15
940,21.975,71.045,1,34016.25,15
941,21.975,71.055,0,0,15
942,21.975,71.065,0,0,15
943,21.975,71.075,1,74366.25,15
944,21.975,71.085,1,74366.25,15
945,21.975,71.095,1,42519.47368,15
946,21.975,71.105,1,42519.47368,15
947,21.975,71.115,1,42519.47368,15
948,21.975,71.125,1,42519.47368,15
949,21.975,71.135,1,42519.47368,15
950,21.975,71.145,1,42519.47368,15
951,21.975,71.155,0,0,15
952,21.975,71.165,0,0,15
953,21.975,71.175,0,0,15
954,21.975,71.185,1,14818.88889,15
955,21.975,71.195,0,0,15
956,21.975,71.205,1,888,15
957,21.975,71.215,0,0,15
958,21.975,71.225,0,0,15
959,21.975,71.235,0,0,15
960,21.975,71.245,0,0,15
961,21.975,71.255,0,0,15
962,21.975,71.265,0,0,15
963,21.975,71.275,0,0,15
964,21.975,71.285,0,0,15
965,21.975,71.295,0,0,15
966,21.975,71.305,0,0,15
967,21.975,71.315,0,0,15
968,21.965,70.885,1,51700,15
969,21.965,70.895,1,51700,15
970,21.965,70.905,0,0,15
971,21.965,70.915,1,19582.30769,15
972,21.965,70.925,1,19582.30769,15
973,21.965,70.935,1,19582.30769,15
974,21.965,70.945,0,0,15
975,21.965,70.955,0,0,15
976,21.965,70.965,0,0,15
977,21.965,70.975,0,0,15
978,21.965,70.985,0,0,15
979,21.965,70.995,1,6926,15
980,21.965,71.005,0,0,15
981,21.965,71.015,0,0,15
982,21.965,71.025,0,0,15
983,21.965,71.035,0,0,15
984,21.965,71.045,0,0,15
985,21.965,71.055,1,34016.25,15
986,21.965,71.065,1,74366.25,15
987,21.965,71.075,1,74366.25,15
988,21.965,71.085,1,74366.25,15
989,21.965,71.095,1,74366.25,15
990,21.965,71.105,0,0,15
991,21.965,71.115,1,42519.47368,15
992,21.965,71.125,1,42519.47368,15
993,21.965,71.135,1,42519.47368,15
994,21.965,71.145,1,42519.47368,15
995,21.965,71.155,1,14818.88889,15
996,21.965,71.165,1,14818.88889,15
997,21.965,71.175,1,14818.88889,15
998,21.965,71.185,0,0,15
999,21.965,71.195,1,888,15
1000,21.965,71.205,0,0,15
1001,21.965,71.215,0,0,15
1002,21.965,71.225,0,0,15
1003,21.965,71.235,0,0,15
1004,21.965,71.245,0,0,15
1005,21.965,71.255,0,0,15
1006,21.965,71.265,0,0,15
1007,21.965,71.275,0,0,15
1008,21.965,71.285,0,0,15
1009,21.965,71.295,0,0,15
1010,21.965,71.305,0,0,15
1011,21.965,71.315,0,0,15
1012,21.955,70.885,1,51700,15
1013,21.955,70.895,0,0,15
1014,21.955,70.905,1,19582.30769,15
1015,21.955,70.915,1,19582.30769,15
1016,21.955,70.925,1,19582.30769,15
1017,21.955,70.935,0,0,15
1018,21.955,70.945,0,0,15
1019,21.955,70.955,1,3963.333333,15
1020,21.955,70.965,0,0,15
1021,21.955,70.975,0,0,15
1022,21.955,70.985,1,31810,15
1023,21.955,70.995,0,0,15
1024,21.955,71.005,0,0,15
1025,21.955,71.015,0,0,15
1026,21.955,71.025,0,0,15
1027,21.955,71.035,1,34016.25,15
1028,21.955,71.045,1,34016.25,15
1029,21.955,71.055,1,34016.25,15
1030,21.955,71.065,1,74366.25,15
1031,21.955,71.075,1,74366.25,15
1032,21.955,71.085,1,74366.25,15
1033,21.955,71.095,1,74366.25,15
1034,21.955,71.105,1,74366.25,15
1035,21.955,71.115,0,0,15
1036,21.955,71.125,1,42519.47368,15
1037,21.955,71.135,0,0,15
1038,21.955,71.145,0,0,15
1039,21.955,71.155,0,0,15
1040,21.955,71.165,0,0,15
1041,21.955,71.175,1,888,15
1042,21.955,71.185,0,0,15
1043,21.955,71.195,0,0,15
1044,21.955,71.205,0,0,15
1045,21.955,71.215,0,0,15
1046,21.955,71.225,0,0,15
1047,21.955,71.235,0,0,15
1048,21.955,71.245,0,0,15
1049,21.955,71.255,0,0,15
1050,21.955,71.265,0,0,15
1051,21.955,71.275,0,0,15
1052,21.955,71.285,0,0,15
1053,21.955,71.295,0,0,15
1054,21.955,71.305,0,0,15
1055,21.955,71.315,0,0,15
1056,21.945,70.885,1,51700,15
1057,21.945,70.895,0,0,15
1058,21.945,70.905,1,79335,15
1059,21.945,70.915,0,0,15
1060,21.945,70.925,1,19582.30769,15
